recipe_id,name,meal_type,servings,prep_time_min,ingredients,kcal_per_serving,protein_g_per_serving,carbs_g_per_serving,fat_g_per_serving,fiber_g_per_serving,instructions
R0321,Guiso de legumbres con zanahoria,cena,1,33,"[{""ingredient"": ""lentejas cocidas"", ""grams"": 139}, {""ingredient"": ""limon"", ""grams"": 30}, {""ingredient"": ""nueces"", ""grams"": 10}, {""ingredient"": ""papa cocida"", ""grams"": 154}, {""ingredient"": ""zanahoria"", ""grams"": 109}]",414.0,18.2,73.4,7.5,18.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0322,Guiso de legumbres con brocoli,cena,1,31,"[{""ingredient"": ""batata cocida"", ""grams"": 97}, {""ingredient"": ""brocoli"", ""grams"": 138}, {""ingredient"": ""claras de huevo"", ""grams"": 145}, {""ingredient"": ""mantequilla de mani"", ""grams"": 27}, {""ingredient"": ""mostaza"", ""grams"": 5}]",371.7,28.7,36.2,14.7,8.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0323,Yogur griego con manzana y semillas de chia,snack,2,9,"[{""ingredient"": ""manzana"", ""grams"": 182}, {""ingredient"": ""semillas de chia"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 271}]",146.7,14.5,19.1,2.0,3.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0324,Pudding de chia con arandanos,postre,1,17,"[{""ingredient"": ""arandanos"", ""grams"": 88}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 240}, {""ingredient"": ""miel"", ""grams"": 5}, {""ingredient"": ""semillas de chia"", ""grams"": 20}]",210.6,6.4,30.1,9.3,9.4,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0325,Pudding de chia con naranja,postre,1,8,"[{""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 210}, {""ingredient"": ""cacao amargo"", ""grams"": 14}, {""ingredient"": ""miel"", ""grams"": 14}, {""ingredient"": ""naranja"", ""grams"": 127}, {""ingredient"": ""semillas de lino"", ""grams"": 19}]",277.6,9.4,44.3,12.5,13.8,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0326,Omelette de tomate con aceite de oliva,desayuno,1,8,"[{""ingredient"": ""aceite de oliva"", ""grams"": 20}, {""ingredient"": ""huevo entero"", ""grams"": 120}, {""ingredient"": ""tomate"", ""grams"": 194}]",383.3,17.3,8.9,31.8,2.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0327,Salmon con arroz integral cocido y ensalada,cena,1,10,"[{""ingredient"": ""arroz integral cocido"", ""grams"": 232}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 91}, {""ingredient"": ""salsa de soja"", ""grams"": 29}, {""ingredient"": ""semillas de chia"", ""grams"": 11}, {""ingredient"": ""tomate"", ""grams"": 82}]",518.2,19.4,93.2,8.4,15.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0328,Tazón de quinoa con garbanzos cocidos y cebolla,cena,1,16,"[{""ingredient"": ""cebolla"", ""grams"": 100}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 149}, {""ingredient"": ""palta"", ""grams"": 10}, {""ingredient"": ""quinoa cocida"", ""grams"": 118}]",442.0,19.9,75.5,7.7,17.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0329,Salmon con pasta integral cocida y ensalada,cena,1,13,"[{""ingredient"": ""huevo entero"", ""grams"": 166}, {""ingredient"": ""mostaza"", ""grams"": 26}, {""ingredient"": ""pasta integral cocida"", ""grams"": 218}, {""ingredient"": ""semillas de chia"", ""grams"": 10}, {""ingredient"": ""zanahoria"", ""grams"": 173}]",644.4,36.8,78.7,22.7,15.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0330,Wrap fitness de claras de huevo con zanahoria y limon,almuerzo,2,28,"[{""ingredient"": ""batata cocida"", ""grams"": 216}, {""ingredient"": ""claras de huevo"", ""grams"": 130}, {""ingredient"": ""zanahoria"", ""grams"": 80}]",147.4,9.7,27.0,0.4,4.7,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0331,Tostadas integrales con tofu firme y zapallito,desayuno,1,15,"[{""ingredient"": ""mantequilla de mani"", ""grams"": 31}, {""ingredient"": ""pan integral"", ""grams"": 80}, {""ingredient"": ""tofu firme"", ""grams"": 106}, {""ingredient"": ""zapallito"", ""grams"": 160}]",559.7,38.1,47.1,28.9,9.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0332,Batido de proteína con banana,snack,1,15,"[{""ingredient"": ""banana"", ""grams"": 93}, {""ingredient"": ""leche descremada"", ""grams"": 280}, {""ingredient"": ""whey protein"", ""grams"": 35}]",320.8,38.5,38.0,2.7,2.4,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0333,Salmon con arroz blanco cocido y ensalada,cena,1,36,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 220}, {""ingredient"": ""garbanzos cocidos"", ""grams"": 142}, {""ingredient"": ""limon"", ""grams"": 15}, {""ingredient"": ""pepino"", ""grams"": 100}]",539.2,18.9,104.9,4.5,12.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0334,Yogur griego con manzana y semillas de chia,snack,1,22,"[{""ingredient"": ""manzana"", ""grams"": 94}, {""ingredient"": ""semillas de chia"", ""grams"": 17}, {""ingredient"": ""yogur griego descremado"", ""grams"": 274}]",293.2,30.6,30.0,6.6,8.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0335,Wrap fitness de queso cottage light con zanahoria y limon,almuerzo,1,34,"[{""ingredient"": ""limon"", ""grams"": 9}, {""ingredient"": ""mantequilla de mani"", ""grams"": 11}, {""ingredient"": ""pan integral"", ""grams"": 163}, {""ingredient"": ""queso cottage light"", ""grams"": 177}, {""ingredient"": ""zanahoria"", ""grams"": 186}]",691.3,45.2,93.7,16.8,17.5,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0336,Ensalada proteica de tofu firme con pepino y almendras,almuerzo,1,12,"[{""ingredient"": ""pepino"", ""grams"": 137}, {""ingredient"": ""tofu firme"", ""grams"": 156}, {""ingredient"": ""tortilla de trigo"", ""grams"": 225}]",921.6,45.5,122.1,29.9,9.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0337,Guiso de legumbres con zanahoria,cena,2,30,"[{""ingredient"": ""batata cocida"", ""grams"": 108}, {""ingredient"": ""salsa de soja"", ""grams"": 27}, {""ingredient"": ""tempeh"", ""grams"": 171}, {""ingredient"": ""zanahoria"", ""grams"": 132}]",247.8,19.9,26.0,9.7,3.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0338,Yogur griego con manzana y semillas de chia,snack,1,14,"[{""ingredient"": ""manzana"", ""grams"": 187}, {""ingredient"": ""semillas de chia"", ""grams"": 13}, {""ingredient"": ""yogur griego descremado"", ""grams"": 248}]",306.7,27.6,40.2,5.4,8.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0339,Pudding de chia con banana,postre,2,24,"[{""ingredient"": ""banana"", ""grams"": 194}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 266}, {""ingredient"": ""semillas de chia"", ""grams"": 15}]",149.4,3.7,27.9,4.2,5.3,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0340,Ensalada proteica de tofu firme con morrón y nueces,almuerzo,1,23,"[{""ingredient"": ""morrón"", ""grams"": 187}, {""ingredient"": ""salsa de soja"", ""grams"": 21}, {""ingredient"": ""tofu firme"", ""grams"": 81}, {""ingredient"": ""tortilla de trigo"", ""grams"": 227}]",866.7,35.5,128.2,23.9,13.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0341,Guiso de legumbres con brocoli,cena,1,17,"[{""ingredient"": ""avena"", ""grams"": 214}, {""ingredient"": ""brocoli"", ""grams"": 131}, {""ingredient"": ""huevo entero"", ""grams"": 116}, {""ingredient"": ""mostaza"", ""grams"": 24}, {""ingredient"": ""nueces"", ""grams"": 12}]",1137.2,57.7,154.9,35.1,27.6,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0342,Tostadas integrales con garbanzos cocidos y lechuga,desayuno,2,23,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 120}, {""ingredient"": ""lechuga"", ""grams"": 176}, {""ingredient"": ""pan integral"", ""grams"": 60}]",185.7,10.5,31.1,3.0,7.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0343,Tostadas integrales con huevo entero y cebolla,desayuno,1,23,"[{""ingredient"": ""cebolla"", ""grams"": 126}, {""ingredient"": ""huevo entero"", ""grams"": 98}, {""ingredient"": ""pan integral"", ""grams"": 100}, {""ingredient"": ""semillas de lino"", ""grams"": 25}]",571.0,31.6,61.0,24.1,15.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0344,Bowl de avena con brocoli y miel,desayuno,1,19,"[{""ingredient"": ""arandanos"", ""grams"": 189}, {""ingredient"": ""avena"", ""grams"": 50}, {""ingredient"": ""bebida vegetal sin azucar"", ""grams"": 220}, {""ingredient"": ""nueces"", ""grams"": 13}]",431.2,13.9,66.8,15.1,11.1,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0345,Omelette de pepino con semillas de lino,desayuno,2,17,"[{""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 100}, {""ingredient"": ""pepino"", ""grams"": 186}]",112.4,12.7,4.2,4.9,0.5,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0346,Pollo con pan integral y zanahoria,almuerzo,1,22,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 122}, {""ingredient"": ""palta"", ""grams"": 25}, {""ingredient"": ""pan integral"", ""grams"": 198}, {""ingredient"": ""zanahoria"", ""grams"": 162}]",795.6,38.7,131.8,15.5,29.3,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0347,Yogur griego con arandanos y semillas de chia,snack,1,15,"[{""ingredient"": ""arandanos"", ""grams"": 167}, {""ingredient"": ""cacao amargo"", ""grams"": 18}, {""ingredient"": ""semillas de chia"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 285}]",343.3,34.6,48.3,6.6,13.4,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0348,Tazón de quinoa con salmon y pepino,cena,1,36,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 213}, {""ingredient"": ""pepino"", ""grams"": 146}, {""ingredient"": ""salmon"", ""grams"": 129}, {""ingredient"": ""salsa de soja"", ""grams"": 5}, {""ingredient"": ""semillas de chia"", ""grams"": 15}]",644.1,34.9,71.4,22.2,6.7,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0349,Yogur griego con arandanos y semillas de lino,snack,1,8,"[{""ingredient"": ""arandanos"", ""grams"": 83}, {""ingredient"": ""miel"", ""grams"": 24}, {""ingredient"": ""semillas de lino"", ""grams"": 17}, {""ingredient"": ""yogur griego descremado"", ""grams"": 158}]",304.3,19.5,42.4,8.0,6.6,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0350,Wrap fitness de queso cottage light con zanahoria y mostaza,almuerzo,1,18,"[{""ingredient"": ""almendras"", ""grams"": 18}, {""ingredient"": ""queso cottage light"", ""grams"": 199}, {""ingredient"": ""tortitas de arroz"", ""grams"": 249}, {""ingredient"": ""zanahoria"", ""grams"": 79}]",1246.0,46.3,222.5,20.7,9.4,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0351,Wrap fitness de salmon con morrón y salsa de soja,almuerzo,1,14,"[{""ingredient"": ""almendras"", ""grams"": 15}, {""ingredient"": ""avena"", ""grams"": 205}, {""ingredient"": ""morrón"", ""grams"": 111}, {""ingredient"": ""salmon"", ""grams"": 97}]",1120.5,58.3,145.9,34.6,25.9,Calentá la tortilla 10-20s. Rellená con la proteína y verduras. Agregá el condimento/salsa y enrollá.
R0352,Yogur griego con frutillas y semillas de chia,snack,1,6,"[{""ingredient"": ""cacao amargo"", ""grams"": 9}, {""ingredient"": ""frutillas"", ""grams"": 179}, {""ingredient"": ""semillas de chia"", ""grams"": 15}, {""ingredient"": ""yogur griego descremado"", ""grams"": 214}]",277.0,27.0,33.0,7.3,12.0,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0353,Pudding de chia con frutillas,postre,2,8,"[{""ingredient"": ""cacao amargo"", ""grams"": 27}, {""ingredient"": ""frutillas"", ""grams"": 108}, {""ingredient"": ""leche descremada"", ""grams"": 288}, {""ingredient"": ""semillas de lino"", ""grams"": 22}]",157.2,9.9,22.4,6.8,9.0,Mezclá las semillas con la leche. Dejá reposar 2-4h en heladera. Sumá la fruta al servir.
R0354,Guiso de legumbres con cebolla,cena,1,27,"[{""ingredient"": ""cebolla"", ""grams"": 177}, {""ingredient"": ""mostaza"", ""grams"": 11}, {""ingredient"": ""papa cocida"", ""grams"": 100}, {""ingredient"": ""tempeh"", ""grams"": 167}]",487.4,37.7,52.3,19.1,5.1,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0355,Yogur griego con arandanos y semillas de chia,snack,1,20,"[{""ingredient"": ""arandanos"", ""grams"": 174}, {""ingredient"": ""miel"", ""grams"": 5}, {""ingredient"": ""semillas de chia"", ""grams"": 11}, {""ingredient"": ""yogur griego descremado"", ""grams"": 262}]",322.4,29.3,43.4,5.0,7.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0356,Yogur griego con naranja y semillas de lino,snack,2,22,"[{""ingredient"": ""miel"", ""grams"": 11}, {""ingredient"": ""naranja"", ""grams"": 180}, {""ingredient"": ""semillas de lino"", ""grams"": 19}, {""ingredient"": ""yogur griego descremado"", ""grams"": 236}]",179.4,14.3,22.2,4.6,4.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0357,Ensalada proteica de porotos negros cocidos con tomate y aceite de oliva,almuerzo,1,24,"[{""ingredient"": ""aceite de oliva"", ""grams"": 30}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 91}, {""ingredient"": ""salsa de soja"", ""grams"": 14}, {""ingredient"": ""tomate"", ""grams"": 93}, {""ingredient"": ""tortitas de arroz"", ""grams"": 142}]",949.1,21.5,142.6,34.7,11.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0358,Guiso de legumbres con espinaca,cena,1,36,"[{""ingredient"": ""arroz blanco cocido"", ""grams"": 163}, {""ingredient"": ""carne magra cocida"", ""grams"": 182}, {""ingredient"": ""espinaca"", ""grams"": 90}, {""ingredient"": ""mostaza"", ""grams"": 9}]",566.1,57.8,49.4,13.9,2.9,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0359,Pollo con avena y zanahoria,almuerzo,2,34,"[{""ingredient"": ""avena"", ""grams"": 221}, {""ingredient"": ""mantequilla de mani"", ""grams"": 28}, {""ingredient"": ""salsa de soja"", ""grams"": 8}, {""ingredient"": ""yogur griego descremado"", ""grams"": 174}, {""ingredient"": ""zanahoria"", ""grams"": 102}]",586.5,31.7,84.3,15.1,14.0,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0360,Batido de proteína con banana,snack,1,10,"[{""ingredient"": ""banana"", ""grams"": 146}, {""ingredient"": ""leche descremada"", ""grams"": 219}, {""ingredient"": ""whey protein"", ""grams"": 30}]",326.6,33.1,46.6,2.5,3.8,Agregá todo en la licuadora. Licuá 20-30s hasta homogéneo. Serví y listo.
R0361,Guiso de legumbres con zanahoria,cena,1,37,"[{""ingredient"": ""avena"", ""grams"": 222}, {""ingredient"": ""porotos negros cocidos"", ""grams"": 81}, {""ingredient"": ""semillas de chia"", ""grams"": 26}, {""ingredient"": ""zanahoria"", ""grams"": 120}]",1146.1,50.3,189.1,24.0,42.8,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0362,Salmon con quinoa cocida y ensalada,cena,1,16,"[{""ingredient"": ""mostaza"", ""grams"": 16}, {""ingredient"": ""quinoa cocida"", ""grams"": 207}, {""ingredient"": ""semillas de lino"", ""grams"": 11}, {""ingredient"": ""tempeh"", ""grams"": 201}, {""ingredient"": ""zapallito"", ""grams"": 105}]",723.5,53.2,69.6,31.6,10.3,Prepará y pesá los ingredientes. Salteá las verduras con un toque de aceite o al vapor. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0363,Omelette de brocoli con aceite de oliva,desayuno,2,11,"[{""ingredient"": ""aceite de oliva"", ""grams"": 20}, {""ingredient"": ""brocoli"", ""grams"": 173}, {""ingredient"": ""claras de huevo"", ""grams"": 100}, {""ingredient"": ""huevo entero"", ""grams"": 100}]",215.3,14.4,6.6,15.2,2.2,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
R0364,Tostadas integrales con garbanzos cocidos y tomate,desayuno,2,6,"[{""ingredient"": ""garbanzos cocidos"", ""grams"": 108}, {""ingredient"": ""pan integral"", ""grams"": 60}, {""ingredient"": ""semillas de lino"", ""grams"": 28}, {""ingredient"": ""tomate"", ""grams"": 116}]",247.9,11.8,33.2,8.7,10.7,Prepará y pesá los ingredientes. Cociná o mezclá según corresponda. Armá el plato y ajustá sal/condimentos a gusto.
